VIN (1-10);County;City;State;Postal Code;Model Year;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract
ZACPDFCW0R;King;Tukwila;WA;98188;2024;41;2;1;32;0;11;261469316;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033028200
1G1RB6S58J;King;Shoreline;WA;98133;2018;39;2;1;53;0;32;116583666;POINT (-122.35029 47.71871);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033020700
3FMTK4SX7R;Kitsap;Port Orchard;WA;98367;2024;51;1;2;0;0;35;270131669;POINT (-122.68516 47.50645);PUGET SOUND ENERGY INC;53035092902
5YJ3E1EB1P;King;Issaquah;WA;98029;2023;131;1;2;0;0;5;258130337;POINT (-122.00292 47.54748);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032220
1N4BZ1CV0M;King;Auburn;WA;98002;2021;113;1;2;0;0;47;273581836;POINT (-122.22285 47.30507);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033030503
5YJYGDEF2L;King;Issaquah;WA;98027;2020;134;1;1;291;0;41;110605764;POINT (-122.03439 47.5301);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023404
1N4BZ0CP8H;King;Bothell;WA;98011;2017;113;1;1;107;0;1;227411432;POINT (-122.20563 47.76144);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033021702
WBAJA9C53J;King;Sammamish;WA;98074;2018;16;2;3;16;52650;45;273437412;POINT (-122.02054 47.60326);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032317
7SAXCDE59N;King;Bellevue;WA;98004;2022;133;1;2;0;0;48;217954215;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024002
1V2GNPE84P;King;Duvall;WA;98019;2023;146;1;2;0;0;45;224212698;POINT (-121.98609 47.74068);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032401
1G1FZ6S09K;King;Renton;WA;98056;2019;35;1;1;238;0;41;475325672;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025201
1FMCU0EZ1N;Kitsap;Poulsbo;WA;98370;2022;47;2;1;38;0;23;198612837;POINT (-122.64681 47.73689);PUGET SOUND ENERGY INC;53035090400
1N4BZ1CV0N;King;Maple Valley;WA;98038;2022;113;1;2;0;0;5;182746224;POINT (-122.04526 47.39394);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033031604
5YJ3E1EA8N;King;Seatac;WA;98148;2022;131;1;2;0;0;33;220264390;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);5303302842
7SAYGDEE1P;King;Kent;WA;98031;2023;134;1;2;0;0;47;257974153;POINT (-122.17743 47.41185);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033029405
7SAYGAEE6R;Clark;Vancouver;WA;98682;2024;134;1;2;0;0;17;260256811;POINT (-122.55149 45.69345);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041334
5YJ3E1EA8N;King;Seatac;WA;98148;2022;131;1;2;0;0;33;268520479;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);5303302842
7PDSGABAXR;King;Seattle;WA;98199;2024;122;1;2;0;0;36;265181166;POINT (-122.40092 47.65908);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033005600
1C4JJXN6XP;King;Tukwila;WA;98188;2023;74;2;3;21;0;11;236689778;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033028200
1FTVW1EL3P;King;Renton;WA;98059;2023;48;1;2;0;0;11;258135335;POINT (-122.15734 47.48718);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025104
1N4AZ0CP7D;King;Auburn;WA;98002;2013;113;1;1;75;0;31;6817184;POINT (-122.22285 47.30507);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033030600
1G1FX6S01P;King;Kirkland;WA;98033;2023;35;1;2;0;0;45;219623757;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022402
7SAYGDEE5P;King;Snoqualmie;WA;98065;2023;134;1;2;0;0;5;244662617;POINT (-121.82432 47.52716);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032603
KM8HC3A64R;Thurston;Tumwater;WA;98501;2024;67 ELECTRIC;1;2;0;0;22;269647948;POINT (-122.89166 47.03956);PUGET SOUND ENERGY INC;53067010802
7SAYGDEE7P;King;Bothell;WA;98011;2023;134;1;2;0;0;1;238866960;POINT (-122.20563 47.76144);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033021905
WMW13DJ04R;King;Seattle;WA;98112;2024;108;1;2;0;0;43;270929438;POINT (-122.30207 47.64085);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006200
5YJ3E1EA1K;Cowlitz;Longview;WA;98632;2019;131;1;1;220;0;19;261484933;POINT (-122.95058 46.14681);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;5301420702
JTMAB3FV6R;Whitman;Pullman;WA;99163;2024;141 PRIME;2;1;42;0;9;266045734;POINT (-117.18147 46.73015);AVISTA CORP;5307420400
JN1DF0CD1P;King;Normandy Park;WA;98166;2023;112;1;2;0;0;33;240197170;POINT (-122.34102 47.46593);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033028600
1C4RJYB6XN;Clark;Vancouver;WA;98685;2022;73;2;3;25;0;18;230866926;POINT (-122.70303 45.70954);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040904
JTDKARFPXK;King;Kirkland;WA;98034;2019;140;2;3;25;0;1;143213017;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022300
5YJYGDEE6M;King;Sammamish;WA;98074;2021;134;1;2;0;0;45;176196387;POINT (-122.02054 47.60326);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032317
7FCTGAAAXN;King;Seattle;WA;98116;2022;123;1;2;0;0;34;271181501;POINT (-122.41067 47.57894);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033009600
1N4AZ0CP8F;King;Renton;WA;98055;2015;113;1;1;84;0;11;475828237;POINT (-122.197 47.43876);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025806
7SAYGDEE8P;King;Sammamish;WA;98074;2023;134;1;2;0;0;45;244590853;POINT (-122.02054 47.60326);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032318
WMW13DJ08P;Clark;Vancouver;WA;98663;2023;108;1;2;0;0;49;227231889;POINT (-122.64695 45.65675);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);5301104242
JN1AZ0CP8C;Thurston;Tenino;WA;98589;2012;113;1;1;73;0;20;131685669;POINT (-122.85135 46.85752);PUGET SOUND ENERGY INC;53067012620
5YJ3E1EA2P;King;Covington;WA;98042;2023;131;1;2;0;0;47;256017968;POINT (-122.09124 47.33778);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033031709
7SAYGDEE3P;King;Seattle;WA;98112;2023;134;1;2;0;0;43;240076420;POINT (-122.30207 47.64085);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006200
5YJSA1E20H;Clark;Vancouver;WA;98683;2017;132;1;1;210;0;17;100867147;POINT (-122.49212 45.60365);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041310
7SAYGDEF3P;King;Seattle;WA;98112;2023;134;1;2;0;0;43;257722594;POINT (-122.30207 47.64085);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006300
5YJ3E1EA2P;Snohomish;Bothell;WA;98012;2023;131;1;2;0;0;1;235444485;POINT (-122.21061 47.83448);PUGET SOUND ENERGY INC;53061051936
1N4AZ1CP1J;King;Seattle;WA;98104;2018;113;1;1;151;0;37;309535999;POINT (-122.32945 47.60357);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033009300
7SAYGDEE9R;King;Seattle;WA;98115;2024;134;1;2;0;0;46;269384650;POINT (-122.31676 47.68156);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033002100
KNDC3DLC6N;Snohomish;Bothell;WA;98012;2022;75;1;2;0;0;1;205958966;POINT (-122.21061 47.83448);PUGET SOUND ENERGY INC;53061052107
5YJSA1E59N;King;Woodinville;WA;98072;2022;132;1;2;0;0;45;219279931;POINT (-122.15545 47.75448);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032320
2C4RC1S76N;Snohomish;Lynnwood;WA;98087;2022;40;2;1;32;0;21;187307879;POINT (-122.27981 47.85727);PUGET SOUND ENERGY INC;53061041703
KNDC34LA7P;King;Shoreline;WA;98177;2023;75;1;2;0;0;32;236667399;POINT (-122.36498 47.72238);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033020200
5YJ3E1EB0M;King;Seattle;WA;98109;2021;131;1;2;0;0;36;167072419;POINT (-122.35022 47.63824);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006701
5YJYGDEE0M;King;Bellevue;WA;98007;2021;134;1;2;0;0;48;134901672;POINT (-122.12056 47.61334);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023201
KNDCR3L13P;King;Renton;WA;98057;2023;77;1;2;0;0;11;224580359;POINT (-122.20489 47.47532);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033026200
5YJ3E1EA4N;King;Seatac;WA;98148;2022;131;1;2;0;0;33;211645997;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);5303302842
4JGGM1CB3P;King;Sammamish;WA;98075;2023;99;1;2;0;0;41;261484429;POINT (-122.03539 47.61344);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032213
1C4RJYD62P;Clark;Battle Ground;WA;98604;2023;73;2;3;25;0;18;261066620;POINT (-122.5331 45.78092);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040414
1C4RJYB61P;King;Tukwila;WA;98188;2023;73;2;3;25;0;11;244419864;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033028200
7SAYGDEE1N;King;Sammamish;WA;98075;2022;134;1;2;0;0;41;241049749;POINT (-122.03539 47.61344);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032217
YSMFD3KA8R;King;Issaquah;WA;98029;2024;115;1;2;0;0;5;262452494;POINT (-122.00292 47.54748);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032221
1G1RA6S58H;Clark;Vancouver;WA;98685;2017;39;2;1;53;0;18;120033357;POINT (-122.70303 45.70954);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040908
1G1FW6S07H;Thurston;Olympia;WA;98506;2017;35;1;1;238;0;22;348873535;POINT (-122.87741 47.05997);PUGET SOUND ENERGY INC;53067010200
KM8KRDAF0P;King;Shoreline;WA;98177;2023;63 5;1;2;0;0;32;251448137;POINT (-122.36498 47.72238);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033020800
WP0AA2Y18M;King;Bellevue;WA;98008;2021;120;1;2;0;0;48;226108753;POINT (-122.11867 47.63131);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023000
1G1FX6S0XH;King;Normandy Park;WA;98166;2017;35;1;1;238;0;33;187647589;POINT (-122.34102 47.46593);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033028600
5YJSA1E21M;King;Sammamish;WA;98074;2021;132;1;2;0;0;45;138119173;POINT (-122.02054 47.60326);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032316
7SAYGDEE2R;King;Seattle;WA;98108;2024;134;1;2;0;0;11;267831371;POINT (-122.30346 47.55379);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033011002
5YJ3E1EB9N;King;Bellevue;WA;98008;2022;131;1;2;0;0;48;196495631;POINT (-122.11867 47.63131);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023403
5YJ3E1EA4R;King;Redmond;WA;98052;2024;131;1;2;0;0;48;272530478;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022902
JTMABABA1P;Clark;Ridgefield;WA;98642;2023;129;1;2;0;0;18;265302544;POINT (-122.74595 45.81539);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040301
7G2CEHED1R;King;Lake Forest Park;WA;98155;2024;130;1;2;0;0;46;269415086;POINT (-122.3175 47.75781);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);5303302142
KNDAFFS5XR;King;Redmond;WA;98052;2024;76;1;2;0;0;48;271479253;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032313
5YJ3E1EA8N;King;Seatac;WA;98148;2022;131;1;2;0;0;33;209548384;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);5303302842
7SAYGDEF1R;King;Renton;WA;98056;2024;134;1;2;0;0;11;267234838;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025601
JTMFB3FV7M;King;Redmond;WA;98052;2021;141 PRIME;2;1;42;0;48;192416766;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032324
1N4AZ0CP7F;King;Renton;WA;98059;2015;113;1;1;84;0;11;122547827;POINT (-122.15734 47.48718);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025602
JTMEB3FV8P;King;Renton;WA;98056;2023;141 PRIME;2;1;42;0;41;272539767;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025304
WA15AAGE2R;King;Mercer Island;WA;98040;2024;11;1;2;0;0;41;265621849;POINT (-122.21238 47.57816);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024602
7SAYGDEE7N;Snohomish;Arlington;WA;98223;2022;134;1;2;0;0;39;193457512;POINT (-122.1264 48.19471);PUGET SOUND ENERGY INC;53061053507
5YJ3E1EBXK;King;Renton;WA;98055;2019;131;1;1;220;0;11;344368216;POINT (-122.197 47.43876);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025806
7SAYGAEE2N;Thurston;Olympia;WA;98501;2022;134;1;2;0;0;22;212344982;POINT (-122.89166 47.03956);PUGET SOUND ENERGY INC;53067011721
KMHM24AA8S;King;Lake Forest Park;WA;98155;2025;63 6;1;2;0;0;46;274143299;POINT (-122.3175 47.75781);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033021400
5YJXCBE24G;King;Seattle;WA;98122;2016;133;1;1;200;0;37;108844270;POINT (-122.31009 47.60803);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033007700
YV4ER3281R;Clark;Vancouver;WA;98683;2024;X147;1;2;0;0;18;259760084;POINT (-122.49212 45.60365);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041329
5YJ3E1ECXN;King;Seattle;WA;98112;2022;131;1;2;0;0;43;204893657;POINT (-122.30207 47.64085);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006200
7SAYGAEE3R;Clark;Vancouver;WA;98682;2024;134;1;2;0;0;17;270826468;POINT (-122.55149 45.69345);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041334
1C4RJYC68P;King;Shoreline;WA;98177;2023;73;2;3;25;0;32;267021359;POINT (-122.36498 47.72238);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033020200
5YJXCBE4XL;King;Seattle;WA;98105;2020;133;1;1;293;0;46;6355198;POINT (-122.31307 47.66127);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033004202
WBY1Z4C58F;Cowlitz;Woodland;WA;98674;2015;20;2;1;72;0;20;474351748;POINT (-122.74017 45.9094);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;5301421504
1N4AZ0CP8F;Kitsap;Suquamish;WA;98392;2015;113;1;1;84;0;23;179389164;POINT (-122.55242 47.73162);PUGET SOUND ENERGY INC;53035940100
WBY13HG07S;King;Seattle;WA;98116;2025;22;1;2;0;0;34;272094651;POINT (-122.41067 47.57894);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033009600
7SAYGDEE0R;King;Redmond;WA;98052;2024;134;1;2;0;0;48;267050409;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032313
7SAYGDEE9N;King;Seattle;WA;98134;2022;134;1;2;0;0;11;182710048;POINT (-122.32741 47.58616);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033009300
5YJ3E1EA5K;King;Sammamish;WA;98074;2019;131;1;1;220;0;45;144862322;POINT (-122.02054 47.60326);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032225
KM8KRDDF7R;King;Federal Way;WA;98003;2024;63 5;1;2;0;0;30;272542665;POINT (-122.3303 47.30151);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033030005
50EA1GB3R;King;Redmond;WA;98052;2024;91;1;2;0;0;45;271201255;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032323
2C4RC1N79J;Kitsap;Suquamish;WA;98392;2018;40;2;1;33;0;23;176286988;POINT (-122.55242 47.73162);PUGET SOUND ENERGY INC;53035940100
ZACPDFCW8R;King;Tukwila;WA;98188;2024;41;2;1;32;0;11;260462898;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033028200
LPSED3KA7M;King;Shoreline;WA;98133;2021;115;1;1;233;0;32;180083396;POINT (-122.35029 47.71871);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033021000
5YJYGDEE9L;Snohomish;Lynnwood;WA;98087;2020;134;1;1;291;0;21;115490903;POINT (-122.27981 47.85727);PUGET SOUND ENERGY INC;53061041703
JA4J24A50K;King;Seattle;WA;98106;2019;110;2;3;22;0;34;113627860;POINT (-122.35163 47.54287);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033011402
WVGTMPE228;Snohomish;Bothell;WA;98012;2021;146;1;2;0;0;1;181614800;POINT (-122.21061 47.83448);PUGET SOUND ENERGY INC;53061051921
3FA6P0SU7J;King;Issaquah;WA;98029;2018;50;2;3;21;0;41;151826377;POINT (-122.00292 47.54748);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032218
5YJ3E1EB8R;Thurston;Olympia;WA;98501;2024;131;1;2;0;0;22;268119834;POINT (-122.89166 47.03956);PUGET SOUND ENERGY INC;53067010700
5YJYGAEE6M;Thurston;Olympia;WA;98501;2021;134;1;2;0;0;22;148936623;POINT (-122.89166 47.03956);PUGET SOUND ENERGY INC;53067010400
4JGDM2EB8P;King;Kirkland;WA;98034;2023;101;1;2;0;0;1;262101913;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022300
7SAYGDEEXP;King;Seattle;WA;98199;2023;134;1;2;0;0;36;260253584;POINT (-122.40092 47.65908);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033005600
KNDCR3L19P;King;Renton;WA;98057;2023;77;1;2;0;0;11;238608156;POINT (-122.20489 47.47532);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025302
7SAYGAEE5N;Clark;Vancouver;WA;98663;2022;134;1;2;0;0;49;220796341;POINT (-122.64695 45.65675);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041003
5YJSA1H17E;King;North Bend;WA;98045;2014;132;1;1;208;69900;5;234796117;POINT (-121.7831 47.49348);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032704
7PDSGABAXP;King;Shoreline;WA;98177;2023;122;1;2;0;0;32;259693941;POINT (-122.36498 47.72238);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033020100
KMHM54AC8R;King;Seattle;WA;98116;2024;63 6;1;2;0;0;34;270875174;POINT (-122.41067 47.57894);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033009702
KM8KNDAF6P;King;Shoreline;WA;98133;2023;63 5;1;2;0;0;32;233215272;POINT (-122.35029 47.71871);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033020200
KNDC4DLC2R;King;Issaquah;WA;98029;2024;75;1;2;0;0;5;263237467;POINT (-122.00292 47.54748);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032220
5YJ3E1EC7L;Thurston;Olympia;WA;98516;2020;131;1;1;308;0;22;257758406;POINT (-122.75103 47.08149);PUGET SOUND ENERGY INC;53067012225
WVWKR7AU5K;King;Seattle;WA;98112;2019;144;1;1;125;0;43;327081513;POINT (-122.30207 47.64085);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006400
WVGJNPE25N;King;Seattle;WA;98106;2022;146;1;2;0;0;34;227256585;POINT (-122.35163 47.54287);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033011402
KNDCC3LG2K;Clark;Vancouver;WA;98665;2019;77;1;1;239;0;49;289349847;POINT (-122.64443 45.67871);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040809
WA16AAGE3R;King;Sammamish;WA;98075;2024;11;1;2;0;0;41;251337985;POINT (-122.03539 47.61344);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032217
5YJ3E1EA8K;Kitsap;Poulsbo;WA;98370;2019;131;1;1;220;0;23;4511642;POINT (-122.64681 47.73689);PUGET SOUND ENERGY INC;53035090201
1GYKPMRL7R;King;Renton;WA;98055;2024;32;1;2;0;0;11;273189052;POINT (-122.197 47.43876);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025703
1N4AZ0CP5D;Clark;Vancouver;WA;98662;2013;113;1;1;75;0;17;186903468;POINT (-122.57722 45.64251);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040806
7SAYGDEE3R;Snohomish;Bothell;WA;98021;2024;134;1;2;0;0;1;262402661;POINT (-122.18384 47.8031);PUGET SOUND ENERGY INC;53061051116
1G1FZ6S08N;King;Seattle;WA;98115;2022;34;1;2;0;0;43;197584824;POINT (-122.31676 47.68156);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033004401
5YJ3E1EB9J;Kitsap;Poulsbo;WA;98370;2018;131;1;1;215;0;23;148652507;POINT (-122.64681 47.73689);PUGET SOUND ENERGY INC;53035940100
7SAYGDEE4S;King;Seattle;WA;98199;2025;134;1;2;0;0;36;272699157;POINT (-122.40092 47.65908);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033005803
5YJ3E1EA6J;King;Auburn;WA;98092;2018;131;1;1;215;0;47;942697;POINT (-122.1821 47.3199);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033031208
1G1RA6S54J;Kitsap;Port Orchard;WA;98367;2018;39;2;1;53;0;35;120344556;POINT (-122.68516 47.50645);PUGET SOUND ENERGY INC;53035092901
WVGJNPE228;King;Sammamish;WA;98074;2021;146;1;2;0;0;45;199027594;POINT (-122.02054 47.60326);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032318
1N4BZ1CP1K;Spokane;Spokane;WA;99203;2019;113;1;1;150;0;3;141442948;POINT (-117.39322 47.63374);MODERN ELECTRIC WATER COMPANY;5306300442
2C4RC1N74J;King;Seattle;WA;98112;2018;40;2;1;33;0;43;277816857;POINT (-122.30207 47.64085);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006200
5YJXCAE20G;King;Issaquah;WA;98029;2016;133;1;1;200;0;5;140402048;POINT (-122.00292 47.54748);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032221
WBY1Z2C51E;King;Seattle;WA;98118;2014;20;1;1;81;0;37;206762;POINT (-122.2668 47.55115);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033010200
5YJ3E1EB9J;King;Seattle;WA;98109;2018;131;1;1;215;0;36;220635978;POINT (-122.35022 47.63824);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006701
5YJ3E1EA9P;King;Bellevue;WA;98008;2023;131;1;2;0;0;48;251124492;POINT (-122.11867 47.63131);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023100
5YJ3E1EA7N;King;Seatac;WA;98148;2022;131;1;2;0;0;33;219535893;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);5303302842
JTDKARFP0J;King;Auburn;WA;98001;2018;140;2;3;25;0;47;348216550;POINT (-122.23035 47.3074);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033029902
5YJYGDEF8M;King;Seattle;WA;98134;2021;134;1;2;0;0;11;161720408;POINT (-122.32741 47.58616);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033009300
5YJ3E1EA7N;King;Seatac;WA;98148;2022;131;1;2;0;0;33;220735329;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);5303302842
KM8KNDAF8P;King;Seattle;WA;98103;2023;63 5;1;2;0;0;43;235097523;POINT (-122.35436 47.67596);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033004600
2C4RC1L79P;King;Tukwila;WA;98188;2023;40;2;1;32;0;11;245448822;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033028200
1G1FY6S02L;King;Seattle;WA;98107;2020;35;1;1;259;0;36;144757987;POINT (-122.38591 47.67597);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033003202
YV4H60DL4N;King;Kent;WA;98042;2022;154;2;1;35;0;47;202902878;POINT (-122.09124 47.33778);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033031800
3FMTK4SX0P;King;Sammamish;WA;98075;2023;51;1;2;0;0;41;259306589;POINT (-122.03539 47.61344);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032207
1N4CZ1CV5R;King;Seattle;WA;98155;2024;113;1;2;0;0;46;270058281;POINT (-122.3175 47.75781);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033000202
7SAYGDEE6P;King;Seattle;WA;98126;2023;134;1;2;0;0;34;229585779;POINT (-122.36893 47.54701);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033010702
KM8KNDDFXR;Yakima;Yakima;WA;98902;2024;63 5;1;2;0;0;14;267321008;POINT (-120.52401 46.59739);PACIFICORP;53077000800
WAUSPBFF2H;King;Seattle;WA;98103;2017;3;2;3;16;0;43;179423254;POINT (-122.35436 47.67596);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033004600
5YJSA1E28H;Thurston;Olympia;WA;98502;2017;132;1;1;210;0;22;211899019;POINT (-122.92333 47.03779);PUGET SOUND ENERGY INC;53067012002
1N4AZ0CP7G;King;Seattle;WA;98199;2016;113;1;1;84;0;36;173240630;POINT (-122.40092 47.65908);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033005600
1G1FW6S01H;Clark;Battle Ground;WA;98604;2017;35;1;1;238;0;18;259640181;POINT (-122.5331 45.78092);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040403
